achunjia,阿春家
beizhan,北展
beizhanjuchang,北展剧场
beizhebao,背着抱
beizhonglv,北中旅
beizhongyi,北中医
beizhuxie,北注协
beizhuang,北庄
bendihua,本地化
bener,本儿
benfaming,本发明
benkejiaoxuewang,本科教学网
benlaishenghuo,本来生活
benlebaji,笨了吧唧
benlingyu,本领域
benrenye,本人页
benshenqing,本申请
benshenshuo,本身说
benshichengzhen,本市城镇
bensisuan,笨死算
benwendang,本文档
benyanjiuzhong,本研究中
benyoudeke,本尤德科
benzhene,笨着呢
bengbuzhu,绷不住
bengbuzhule,绷不住了
bengdali,甭搭理
bengdalita,甭搭理他
bengfeihua,甭废话
benggen,甭跟
benggenwo,甭跟我
bengguan,甭管
bengguanla,甭管啦
bengguanle,甭管了
bengguanshi,甭管是
bengguanta,甭管他
bengguantale,甭管他了
bengguanwo,甭管我
bengguanwole,甭管我了
benghuile,甭回了
bengjie,甭介
bengkan,甭看
bengkanle,甭看了
benglaile,甭来了
benglita,甭理他
benglitamen,甭理他们
bengliwo,甭理我
bengmaile,甭买了
bengqu,甭去
bengqule,甭去了
bengshuile,甭睡了
bengshuo,甭说
bengshuole,甭说了
bengtou,蹦头
bengwenle,甭问了
bengzhaoji,甭着急
bengzhaole,甭找了
bibeijing,比北京
biboyuan,碧波园
biditie,比地铁
bigao,比稿
bige,比格
bigepisa,比格披萨
bijiaofeijin,比较费劲
bijiaozhaoji,比较着急
bijiaozhi,比较值
bijingdong,比京东
bike,笔克
bileba,闭了吧
biniya,比你丫
biniu,鼻妞
birushijie,比如世界
bisa,比萨
bisenli,碧森里
bishe,毕设
bishengzhaijisong,必胜宅急送
bishiti,笔试题
bishuiyuan,碧水源
bishuiyuntian,碧水云天
bishuizhuangyuan,碧水庄园
biteme,比特么
bitiniu,鼻涕妞
bitianxiang,必填项
bixingyuan,碧兴园
bixubushia,必须不是啊
bixumeiwenti,必须没问题
bixumeiyoua,必须没有啊
biyeshan,毕业衫
biyunsi,碧云寺
bizeer,比泽尔
bianchanggui,便常规
biandianshi,变电室
biandoumenmian,扁豆焖面
bianershang,边儿上
biangengye,变更页
bianjifei,编辑费
bianjigongzuo,编辑工作
bianjimen,编辑们
bianjiao,编校
bianjieceng,边界层
bianjiema,编解码
bianliuqi,变流器
bianminjie,便民街
bianmu,编目
bianpeidianshi,变配电室
bianqianhui,编前会
bianshangne,边上呢
bianyanger,变样儿
bianyifang,便宜坊
bianyiju,编译局
bianzhu,编著
biaoban,标办
biaochang,表厂
biaodishu,表底数
biaoer,表儿
biaohuang,标黄
biaohui,标灰
biaokongjian,表空间
biaoshukuan,标书款
biaotan,标摊
biaoweihui,标委会
biaozhunyuan,标准院
bieaozhele,别熬着了
biecaodan,别操蛋
biecaodanle,别操蛋了
biece,别册
biechedanle,别扯淡了
biechiliangdele,别吃凉的了
biechuzhan,别出站
biecouhe,别凑合
biedanbi,别蛋逼
biedanbile,别蛋逼了
biededi,别的地
biededier,别的地儿
biedeguniang,别的姑娘
biedeshier,别的事儿
biedengwochifan,别等我吃饭
biedengwochifanle,别等我吃饭了
biedier,别地儿
biediudongxi,别丢东西
bieduche,别堵车
biefanlea,别烦了啊
bieganshang,别赶上
biegenwoshide,别跟我似的
biegenwozhe,别跟我这
biegenzhe,别跟这
biehaozhe,别耗着
biehaozhele,别耗着了
biejiaojin,别较劲
biejing,别经
bielaijin,别来劲
bielaoxiaxiang,别老瞎想
biemaine,别买呢
biepanzhe,别盼着
biepinle,别贫了
biewanming,别玩命
biexiachi,别瞎吃
biexiamai,别瞎买
biexiapaole,别瞎跑了
biexiazuomo,别瞎琢磨
biezhaojile,别着急了
biezhaowo,别招我
biezhaowo,别着我
biezhizhe,别指着
biezuomo,别琢磨
biezuomole,别琢磨了
bingou,缤购
binhexili,滨河西里
binhexiaoqu,滨河小区
bingchaosong,并抄送
bingfasong,并发送
binggangaodian,饼干糕点
bingguner,冰棍儿
binggunne,冰棍呢
bingjiaokou,冰窖口
bingmasi,兵马司
bodalu,博大路
bofangye,播放页
bohaizhen,渤海镇
bolitai,玻璃台
bolinaiyue,柏林爱乐
boluoni,博洛尼
bona,博纳
bonayingcheng,博纳影城
bonayoutang,博纳悠唐
bopidaxian,薄皮大馅
boshiban,博士班
boshishan,波士山
bowei,博维
boxingdi,泊星地
boya,博雅
boyata,博雅塔
boyaxiyuan,博雅西园
boyankeji,博彦科技
buaide,不碍的
buaihuai,不爱坏
buailita,不爱理他
buailiwo,不爱理我
buailiwole,不爱理我了
bubaocuo,不报错
bucanhui,不参会
buchangchong,不长虫
buchenga,不成啊
buchengba,不成吧
bucheng,不成
buchengdehua,不成的话
buchengjiu,不成就
buchengma,不成吗
buchengme,不成么
buchengna,不成那
buchengya,不成呀
buchongji,补充剂
buchongyiliao,补充医疗
buchongyiliaobaoxian,补充医疗保险
buchuzhen,不出诊
budahuo,不打火
budanbi,不蛋逼
budanbile,不蛋逼了
budaochangcheng,不到长城
budaozhuan,步道砖
budeqianzhuan,不得签转
budonghuan,不动换
budongwo,不动窝
buduche,不堵车
buduchedehua,不堵车的话
buduchele,不堵车了
buduidayuan,部队大院
buduihao,不对号
bufaluo,布法罗
buganhuoer,不干活儿
bugeiya,不给丫
bugenjia,不跟家
bugennipinle,不跟你贫了
bugenniya,不跟你丫
bugennin,不跟您
bugenya,不跟丫
bugenzanmen,不跟咱们
buguojiner,不过今儿
buguonaozi,不过脑子
buguoyemeizhun,不过也没准
buhanchen,不寒碜
buhuibeijing,不回北京
bujiao,补缴
bujiaojin,不较劲
bujiaoshi,不叫事
bujiaoshier,不叫事儿
bujinne,不近呢
bujinniandao,不禁念叨
bujinzang,不禁脏
bukaixing,不开星
bukanjia,不砍价
bukaopuer,不靠谱儿
bukechixu,不可持续
bulaibeijing,不来北京
bulaibeijingle,不来北京了
bulaiche,不来车
bulaidi,布莱迪
bulaoqu,不老去
bulaoren,不落忍
bulaotun,不老屯
buli,部里
buliluo,不利落
buliuwan,不遛弯
buliuzuoye,不留作业
bumaiqian,不卖钱
bumanwunian,不满五年
bumenzhuli,部门助理
bumengni,不蒙你
bunenggoua,不能够啊
bunenggouba,不能够吧
bunenggouya,不能够呀
bunengsong,不能怂
bupianyine,不便宜呢
bupinle,不贫了
buquheshi,不去合适
burang,不嚷
busazui,不撒嘴
busaowo,不骚我
bushangbaner,不上班儿
bushangbaoxian,不上保险
bushemi,不涉密
bushibeijing,不是北京
bushibeijingde,不是北京的
bushibeijingren,不是北京人
bushihenzhaoji,不是很着急
bushite,不是特
bushiteduo,不是特多
bushitehao,不是特好
bushizaibeijing,不是在北京
bushouzhongjiefei,不收中介费
bushuhui,部署会
bushuaye,不刷夜
bushuodele,不说得了
bushuoqingchule,不说清楚了
butiepu,不贴谱
butuoren,不托人
buwei,部委
buxihuanbeijing,不喜欢北京
buxiangou,不限购
buxianhao,不限号
buxianxing,不限行
buxiangdonghuan,不想动换
buxiangzaibeijing,不想在北京
buxindele,不信得了
buxingshime,不行是么
buxingti,步行梯
buxule,不许乐
buxuzu,不续租
buyansheng,不言声
buyaohao,不摇号
buyongzanmen,不用咱们
buyongzuoban,不用坐班
buyuan,部院
buzaibeijing,不在北京
buzaibeijingle,不在北京了
buzaijing,不在京
buzaizuowei,不在座位
buzaoliao,不早聊
buzhandi,不占地
buzhangluo,不张罗
buzhangqian,不涨钱
buzhaoche,不着车
buzhaojine,不着急呢
buzhaonile,不招你了
buzhaowo,不招我
buzhinin,不知您
buzhiyudeba,不至于的吧
buzuoban,不坐班
buzuoditie,不坐地铁
cadele,擦得嘞
calianyou,擦脸油
cashouyou,擦手油
caibai,菜百
caibaijinjia,菜百金价
caiban,采办
caibao,财报
caicha,彩插
caicheng,才成
caidaobeijing,才到北京
caidianer,踩点儿
caidoune,才逗呢
caifangtigang,采访提纲
caifuzhongxin,财富中心
caigoushi,采购师
caihefang,彩和坊
caihefanglu,彩和坊路
caihongcheng,彩虹城
caihongcun,彩虹村
caihongxincheng,彩虹新城
caihuying,菜户营
caihuyingqiao,菜户营桥
caihuyingqiaoxi,菜户营桥西
caihuibeijing,才回北京
caijiawa,蔡家洼
caijingpindao,财经频道
caijingwang,财经网
caikesuo,财科所
cailaibeijing,才来北京
cailaiche,才来车
caimai,采买
caimanjie,财满街
cainengwanshi,才能完事
cainuanji,采暖季
caishikou,菜市口
caishikoule,菜市口了
caishilu,采石路
caishuo,蔡硕
caituanzi,菜团子
caiwuguwen,财务顾问
caiwusi,财务司
caixianggen,菜香根
caixinwang,财新网
caixun,财讯
caiyu,采育
caiyuzhen,采育镇
caizhai,采摘
caizhaide,采摘的
caizhaiyuan,采摘园
caizhan,菜站
caizhengbu,财政部
caizhengjinrongxueyuan,财政金融学院
caizhengke,财政科
canbaojin,残保金
canhuifei,参会费
canhuihuizhi,参会回执
canhuizhe,参会者
canjie,残街
canmo,残摩
canpin,残品
cantong,参统
canyinjie,餐饮街
canyinyouxiangongsi,餐饮有限公司
canyufang,参与方
cangfangxiaoqu,仓房小区
caobengongfang,草本工坊
caochang,草厂
caochangdi,草场地
caodaifu,曹大夫
caodanshi,操蛋事
caodele,草的了
caodelei,操的累
caofang,草房
caofangzhan,草房站
caoguowei,曹国伟
caoheyang,曹鹤阳
caomeijie,草莓节
caomeiyinyuejie,草莓音乐节
caoqian,草钱
caoqiao,草桥
caoqiaodonglu,草桥东路
caoqiaole,草桥了
caoqiaoxinyuan,草桥欣园
caoshuo,曹硕
caoxing,操行
caoxingba,操行吧
caoxingle,操行了
caoyunjin,曹云金
caozhe,曹喆
caozheng,曹峥
cehuabianji,策划编辑
cehuahui,策划会
celengjing,测冷静
celuehui,策略会
ceshigongchengshi,测试工程师
ceshigongzuo,测试工作
ceshihuanjing,测试环境
ceshiji,测试机
ceshirenyuan,测试人员
ceshiyongli,测试用例
ceshizhanghao,测试账号
ceshizu,测试组
cetong,测通
ceya,测压
cezhan,策展
cezhanren,策展人
chabuduodele,差不多得了
chabuduojiude,差不多就得
cha,岔
chachu,差出
chadian,查店
chadianjin,差点劲
chadianshi,差点事
chadianyisi,差点意思
chaer,茬儿
chagou,查狗
chahuameizi,茶花妹子
chajiafen,茶家坟
chamao,茶贸
chashouyoujian,查收邮件
chaxuntiaojian,查询条件
chayizhan,差一站
chayuan,茶缘
chaibu,差补
chaiguo,柴锅
chaiji,柴鸡
chaijidan,柴鸡蛋
chanbing,铲冰
chanpinhua,产品化
chanpinjingli,产品经理
chanpinku,产品库
chanpinyunying,产品运营
chanqiangpi,铲墙皮
chanquandanwei,产权单位
chanyatou,馋丫头
chanyejidi,产业基地
chanzuiwa,馋嘴蛙
changandaxiyuan,长安大戏院
changanjie,长安街
changanjieshang,长安街上
changanjulebu,长安俱乐部
changanshangchang,长安商场
changanxincheng,长安新城
changanyi,长安驿
changcheng,长城
changchengba,长城吧
changchengbei,长城杯
changchengfandian,长城饭店
changchengguoji,长城国际
changchenghuandao,长城环岛
changchenghui,长城会
changchengjiaoxia,长城脚下
changchengle,长城了
changchengne,长城呢
changchunjie,长椿街
changchunqiao,长春桥
changchunqiaolu,长春桥路
changchunxinyuan,畅春新园
changchunyuan,畅春园
changdabao,长大包
changdipiao,场地票
changfengyuan,长丰园
changfugong,长富宫
changgeer,长个儿
changgou,长沟
changgouzhen,长沟镇
changguanlou,畅观楼
changhewan,长河湾
changhongqian,长虹钱
changhongqiao,长虹桥
changjianjiaxiao,长建驾校
changjiangshangxueyuan,长江商学院
changjinlu,昌金路
changjingxia,场景下
changliuyuan,畅柳园
changpaojie,长跑节
changping,昌平
changpinga,昌平啊
changpingba,昌平吧
changpingde,昌平的
changpingdian,昌平店
changpingdongguan,昌平东关
changpingerzhong,昌平二中
changpingle,昌平了
changpingma,昌平吗
changpingna,昌平那
changpingnali,昌平哪里
changpingne,昌平呢
changpingqu,昌平区
changpingren,昌平人
changpingxian,昌平线
changpingxiancheng,昌平县城
changpingxiaoqu,昌平校区
changpingyizhong,昌平一中
changpingzhen,昌平镇
changqiao,厂桥
changqiaoyuan,长桥园
changqiezi,长茄子
changqingyuan,常青园
changqingyuanbeili,常青园北里
changshangle,长上了
changshaoying,长哨营
changshengyuan,昌盛园
changshuo,常硕
changtou,长投
changwajie,厂洼街
changweikang,肠胃康
changxindian,长新店
changxindian,长辛店
changxue,长血
changyang,长阳
changyangbandao,长阳半岛
changyangde,长阳的
changyanghuandao,长阳环岛
changyangji,徜徉集
changyangzhen,长阳镇
changyixiu,唱一宿
changyindasha,长银大厦
changying,常营
changying,长营
changyuantiandi,长远天地
changyungong,昌运宫
changzhi,昌职
chaobaihe,潮白河
chaobailingyuan,潮白陵园
chaobairenjia,潮白人家
chaobei,朝北
chaobeidayuecheng,朝北大悦城
chaobing,炒饼
chaobingle,炒饼了
chaodijiage,超低价格
chaodouhezuoshe,炒豆合作社
chaofengan,朝凤庵
chaofengjiayuan,朝丰家园
chaogan,炒肝
chaoganer,炒肝儿
chaogeda,炒疙瘩
chaogei,抄给
chaohecai,炒合菜
chaohongguo,炒红果
chaojialaizhe,吵架来着
chaolaijiayuan,朝来家园
chaomitiao,炒米条
chaomianpian,炒面片
chaonanxiang,朝南向
chaonei,朝内
chaoneidajie,朝内大街
chaoneixiaojie,朝内小街
chaopian,炒片
chaoqianlu,超前路
chaoqinghui,朝青汇
chaoshida,超市打
chaoshifa,超市发
chaoshiquan,超市券
chaosonggei,抄送给
chaosongle,抄送了
chaosongni,抄送你
chaosongwo,抄送我
chaosuanmiao,炒蒜苗
chaotu,超图
chaowai,朝外
chaowaidajie,朝外大街
chaoxianlengmian,朝鲜冷面
chaoxianghao,朝向好
chaoxinjiayuan,朝新嘉园
chaoyangbeilu,朝阳北路
chaoyangde,朝阳的
chaoyangfayuan,朝阳法院
chaoyanggongyuan,朝阳公园
chaoyanggongyuanqiao,朝阳公园桥
chaoyanglu,朝阳路
chaoyanglushang,朝阳路上
chaoyangmen,朝阳门
chaoyangmenle,朝阳门了
chaoyangmennei,朝阳门内
chaoyangmenwai,朝阳门外
chaoyangmenwaidajie,朝阳门外大街
chaoyangqu,朝阳区
chaoyangqude,朝阳区的
chaoyangyiyuan,朝阳医院
chaoyangyuan,朝阳园
chaoyangzhihang,朝阳支行
chaozhuan,超转
cheben,车本
chedaogou,车道沟
chediaohuo,车调货
chegongzhuang,车公庄
chegongzhuangdajie,车公庄大街
chegongzhuangxi,车公庄西
chegongzhuangxilu,车公庄西路
cheguluhua,车轱辘话
cheliangxianxing,车辆限行
chemafei,车马费
chepengzi,车棚子
cheshun,车顺
chetan,撤摊
chexianhao,车限号
chexianpian,扯闲篇
chexianxing,车限行
cheyipai,车易拍
chezhanbeili,车站北里
chezhanxijie,车站西街
chenapo,陈阿婆
chendaifu,陈大夫
chendebao,晨德宝
chenfeibing,尘肺病
chengezhuang,陈各庄
chenguangjiayuan,晨光家园
chenjixiang,沉积相
chenjin,抻筋
chenjing,陈京
chenjinglun,陈经纶
chenliucun,陈留村
chensiwole,沉死我了
chenyongli,陈永利
chenyueyuan,晨月园
chenzheng,陈峥
chenga,成啊
chengba,成吧
chengba,成吧
chengbaqu,城八区
chengbeishichang,城北市场
chengbua,成不啊
chengbude,成不的
chengcheluxian,乘车路线
cheng,成
chengdumeishi,成都美食
chengduxiaochi,成都小吃
chengfu,成府
chengfulu,成府路
chengfulukou,城府路口
chengfulukounan,成府路口南
chenggang,承钢
chenggongzhidao,成功之道
chengguanjiedao,城关街道
chengheyuan,成和园
chenghunin,称呼您
chenghuan,城环
chengjiren,乘机人
chengjiandasha,城建大厦
chengjianke,城建科
chengjianyuan,城建院
chengjiuhuihuang,成就辉煌
chengleba,成了吧
chengliuqu,城六区
chenglongyaolai,成龙耀莱
chengma,成吗
chengme,成么
chengmingdasha,成铭大厦
chengnandadao,城南大道
chengnanjiayuan,城南嘉园
chengrenbaojian,成人保健
chengrenyishi,成人仪式
chengshousi,成寿寺
chengshousilu,成寿寺路
chengshun,程顺
chengtie,城铁
chengtiele,城铁了
chengtiezhan,城铁站
chengtong,诚通
chengtouzhai,城投债
chengwai,城外
chengwenhou,成文厚
chengxiangcangchu,城乡仓储
chengxin,成心
chengxinba,诚心吧
chengxinde,成心的
chengya,成呀
chengyichushou,诚意出售
chengyiguo,城一锅
chengzeyuan,承泽苑
chengzhuanglu,程庄路
chiba,翅吧
chibinggun,吃冰棍
chichaobing,吃炒饼
chichuan,吃串
chichuaner,吃串儿
chichunbing,吃春饼
chidapaidang,吃大排档
chidaobuliao,迟到不了
chidianchuan,吃点串
chidiandele,吃点得了
chidianeryao,吃点儿药
chidianzao,吃点早
chiding,吃顶
chidingle,吃顶了
chifandedi,吃饭的地
chifanneba,吃饭呢吧
chigaifan,吃盖饭
chiji,池记
chijianbing,吃煎饼
chijiuhua,持久化
chikaochuan,吃烤串
chikaoya,吃烤鸭
chikoudongxi,吃口东西
chiku,翅酷
chikuinanshou,吃亏难受
chilaobing,吃烙饼
chiluzhu,吃卤煮
chimalaxiangguo,吃麻辣香锅
chimaxiao,吃麻小
chimeila,吃美啦
chimeile,吃美了
chimeileba,吃美了吧
chiroubing,吃肉饼
chishangleba,吃上了吧
chishangleme,吃上了么
chishenmequa,吃什么去啊
chishenmequle,吃什么去了
chishenmequya,吃什么去呀
chishume,吃熟么
chishuanrou,吃涮肉
chishuanyangrou,吃涮羊肉
chiteme,吃特么
chixiabu,吃呷哺
chixianbing,吃馅饼
chixiangguo,吃香锅
chiyangxiezi,吃羊蝎子
chiyaozi,吃腰子
chiyuexiang,驰跃翔
chizaodianleme,吃早点了么
chizaodianma,吃早点吗
chizaodianne,吃早点呢
chizaodianqule,吃早点去了
chizhajiangmian,吃炸酱面
chongdianlaide,充电来的
chongguangbaihuo,崇光百货
chongjuyuan,重聚园
chongqingfandian,重庆饭店
chongwanle,充完了
chongwen,崇文
chongwende,崇文的
chongwenmen,崇文门
chongwenmenle,崇文门了
chongwenqu,崇文区
chongwuyongpin,宠物用品
chongxingyuan,重兴园
chongzhijilu,充值记录
choubaoer,臭宝儿
choudafen,臭大粪
choudajie,臭大街
choudexing,臭德行
choudongzheng,抽动症
chougenyanqu,抽根烟去
chougongfu,抽功夫
chouke,抽颗
choukonger,抽空儿
choulaijin,臭来劲
choumeiniu,臭美妞
chouniya,抽你丫
chouniyade,抽你丫的
chouniubi,臭牛逼
chouniuer,臭妞儿
chouniuzi,臭妞子
choupin,臭贫
choupinle,臭贫了
chouping,抽凭
chousaobi,臭骚逼
choushabi,臭煞笔
choutu,臭兔
chouwaidi,臭外地
chouxifuer,臭媳妇儿
chouxianbei,臭显呗
chouya,抽丫
chouyade,抽丫的
chouzuiba,抽嘴巴
chubanbu,出版部
chubangongsi,出版公司
chubanhou,出版后
chubanjituan,出版集团
chubanjie,出版界
chubanren,出版人
chubanshu,出版署
chubanye,出版业
chubeijing,出北京
chubeijingle,出北京了
chuhuo,出火
chuditie,出地铁
chuditiekou,出地铁口
chuditiele,出地铁了
chufakou,出发口
chufenzi,出份子
chugouji,除垢剂
chujidao,初级道
chujiamen,出家门
chujiamenle,出家门了
chujing,出京
chukou,出口
chulaidaihui,出来待会
chulaidaihuia,出来待会啊
